name,calories,protein,fat,carbohydrate,fiber,sugars,sodium,cholesterol,vitamin_c,calcium,category
"Fish, raw, pumpkin seed, sunfish",89,19.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Sauce, original, KRAFT, barbecue",172,0.74,0.62,40.77,0.4,32.26,0.0,0.0,0.0,0.0,Balanced
"Snacks, rice-based, oriental mix",506,17.31,25.58,51.62,13.2,3.0,0.0,0.0,0.0,0.0,High-Fiber
"Chicken, raw, all classes, liver",119,16.92,4.83,0.73,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Chicken, raw, all classes, heart",153,15.55,9.33,0.71,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Vegetable juice cocktail, canned",22,0.93,0.31,3.87,0.5,2.84,0.0,0.0,0.0,0.0,Low-Carb
"Coriander (cilantro) leaves, raw",23,2.13,0.52,3.67,2.8,0.87,0.0,0.0,0.0,0.0,Low-Carb
"Snacks, almond, crisped rice bar",458,7.0,20.4,64.6,3.6,0.0,0.0,0.0,0.0,0.0,Balanced
"Blueberries, unsweetened, frozen",51,0.42,0.64,12.17,2.7,8.45,0.0,0.0,0.0,0.0,Balanced
"Bread, oat bran, reduced-calorie",201,8.0,3.2,41.3,12.0,3.52,0.0,0.0,0.0,0.0,High-Fiber
"Bread, toasted, enriched, raisin",297,8.6,4.8,56.9,4.7,6.18,0.0,0.0,0.0,0.0,Balanced
"Bread, protein (includes gluten)",245,12.1,2.2,43.8,3.0,1.44,0.0,0.0,0.0,0.0,Balanced
"Beverages, municipal, tap, water",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Game meat, roasted, cooked, goat",143,27.1,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Muffins, prepared, dry mix, corn",321,7.4,10.2,49.1,2.4,0.0,0.0,0.0,0.0,0.0,Balanced
"Chicken, raw, meat only, stewing",148,21.26,6.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Fish, dry heat, cooked, bluefish",159,25.69,5.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Bagels, toasted, cinnamon-raisin",294,10.6,1.8,59.3,2.5,6.43,0.0,0.0,0.0,0.0,Balanced
"Sweet potato, unprepared, frozen",96,1.71,0.18,22.22,1.7,0.0,0.0,0.0,0.0,0.0,Balanced
"Mashu roots, raw (Alaska Native)",135,5.8,2.4,22.6,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"CAMPBELL'S, Organic Tomato juice",21,0.82,0.0,4.12,0.8,2.88,0.0,0.0,0.0,0.0,Low-Carb
"Bratwurst, smoked, beef and pork",297,12.2,26.34,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Sausage, smoked, turkey, Italian",158,15.05,8.75,4.65,0.9,3.2,0.0,0.0,0.0,0.0,Low-Carb
"Beverages, Citrus,  Energy drink",45,0.0,0.0,11.27,0.0,10.42,0.0,0.0,0.0,0.0,Balanced
"KEEBLER, Holiday Jingles Cookies",470,5.0,17.4,73.9,1.5,28.2,0.0,0.0,0.0,0.0,Balanced
"Succotash, raw, (corn and limas)",99,5.03,1.02,19.59,3.8,0.0,0.0,0.0,0.0,0.0,Balanced
"Babyfood, strained, turkey, meat",111,11.5,6.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Pepperoni, sliced, beef and pork",504,19.25,46.28,1.18,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Cookies, dry mix, chocolate chip",497,4.6,25.2,66.1,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Frozen novelties, lime, ice type",128,0.4,0.0,32.6,0.0,32.6,0.0,0.0,0.0,0.0,Balanced
"Salad dressing, lite, buttermilk",202,1.25,12.42,21.33,1.1,3.77,0.0,0.0,0.0,0.0,Balanced
"Fish, pickled, Atlantic, herring",262,14.19,18.0,9.64,0.0,7.71,0.0,0.0,0.0,0.0,Low-Carb
"Babyfood, apple and prune, juice",72,0.2,0.1,18.1,0.1,10.58,0.0,0.0,0.0,0.0,Balanced
"Pasta, cooked, corn, gluten-free",126,2.63,0.73,27.91,4.8,0.0,0.0,0.0,0.0,0.0,Balanced
"Cheese spread, cream cheese base",295,7.1,28.6,3.5,0.0,3.5,0.0,0.0,0.0,0.0,Balanced
"Cheese, with vegetables, cottage",95,10.9,4.2,3.0,0.1,0.37,0.0,0.0,0.0,0.0,Low-Carb
"MOTHER'S, Taffy Sandwich Cookies",475,3.8,20.2,69.9,2.3,41.2,0.0,0.0,0.0,0.0,Balanced
"PACE, Lime & Garlic Chunky Salsa",38,0.0,0.0,9.38,3.1,6.25,0.0,0.0,0.0,0.0,Low-Carb
"DENNY'S, spaghetti and meatballs",170,7.84,8.52,15.51,1.5,2.03,0.0,0.0,0.0,0.0,Balanced
"Beverages, club soda, carbonated",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"ON THE BORDER, cheese quesadilla",394,16.87,25.5,24.25,2.2,2.04,0.0,0.0,0.0,0.0,Balanced
"Cabbage, raw, chinese (pak-choi)",13,1.5,0.2,2.18,1.0,1.18,0.0,0.0,0.0,0.0,Low-Carb
"Babyfood, strained, pears, fruit",42,0.3,0.2,10.8,2.8,6.98,0.0,0.0,0.0,0.0,Balanced
"Babyfood, junior, peaches, fruit",65,0.94,0.33,14.48,1.3,11.5,0.0,0.0,0.0,0.0,Balanced
"Beef, canned, corned beef, cured",250,27.1,14.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Salsify, raw, (vegetable oyster)",82,3.3,0.2,18.6,3.3,0.0,0.0,0.0,0.0,0.0,Balanced
"Salad dressing, fat-free, caesar",131,1.47,0.23,30.73,0.2,8.82,0.0,0.0,0.0,0.0,Balanced
"Cereals, dry, unenriched, farina",369,10.6,0.5,78.0,1.9,0.0,0.0,0.0,0.0,0.0,Balanced
"Passion-fruit juice, raw, yellow",60,0.67,0.18,14.45,0.2,14.25,0.0,0.0,0.0,0.0,Balanced
"Raspberries, unsweetened, frozen",52,1.2,0.65,11.94,6.5,4.42,0.0,0.0,0.0,0.0,High-Fiber
"Babyfood, toddler, dices, apples",51,0.2,0.1,12.1,0.9,10.83,0.0,0.0,0.0,0.0,Balanced
"Pork, dehydrated, oriental style",615,11.8,62.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Yogurt, whole milk, plain, Greek",97,9.0,5.0,3.98,0.0,4.0,0.0,0.0,0.0,0.0,Low-Carb
"KEEBLER, Cinnamon Crisp, Grahams",430,5.9,12.2,76.3,3.3,26.9,0.0,0.0,0.0,0.0,Balanced
"Bison, cooked, grass-fed, ground",179,25.45,8.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Beans, raw, mature seeds, french",343,18.81,2.02,64.11,25.2,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Game meat, roasted, cooked, deer",158,30.21,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Soup, Chinese restaurant, wonton",32,2.08,0.26,5.25,0.2,0.34,0.0,0.0,0.0,0.0,Low-Carb
"Beans, raw, mature seeds, adzuki",329,19.87,0.53,62.9,12.7,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Salad dressing, bacon and tomato",326,1.8,35.0,2.0,0.2,2.0,0.0,0.0,0.0,0.0,Balanced
"Fish, dry heat, cooked, tilefish",147,24.49,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Passion-fruit juice, raw, purple",51,0.39,0.05,13.6,0.2,13.4,0.0,0.0,0.0,0.0,Balanced
"Beverages, brewed, hibiscus, tea",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Cheese food, American, cold pack",331,19.66,24.46,8.32,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Cherries, sweetened, dried, tart",333,1.25,0.73,80.45,2.5,67.15,0.0,0.0,0.0,0.0,Balanced
"MOTHER'S, Circus Animal Cookies",515,3.8,25.3,68.3,0.8,43.5,0.0,0.0,0.0,0.0,Balanced
"Beverages, drinking, tap, water",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Fish, raw, mixed species, shark",130,20.98,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"English muffins, toasted, wheat",243,9.4,2.1,48.7,5.0,1.7,0.0,0.0,0.0,0.0,High-Fiber
"Beans, raw, mature seeds, white",333,23.36,0.85,60.27,15.2,2.11,0.0,0.0,0.0,0.0,High-Fiber
"Fish, dry heat, cooked, tilapia",128,26.15,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Fast foods, french toast sticks",340,6.0,17.74,41.21,1.4,9.89,0.0,0.0,0.0,0.0,Balanced
"Crackers, fish-shaped, flavored",463,10.16,17.71,65.67,3.1,1.18,0.0,0.0,0.0,0.0,Balanced
"Crackers, seasoned, wafers, rye",381,9.0,9.2,73.8,20.9,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Fish, dry heat, cooked, lingcod",109,22.64,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Salami, less sodium, beef, pork",396,15.01,30.5,15.38,0.2,6.21,0.0,0.0,0.0,0.0,Balanced
"Corn flour, yellow, whole-grain",361,6.93,3.86,76.85,7.3,0.64,0.0,0.0,0.0,0.0,High-Fiber
"Grapefruit, Florida, white, raw",32,0.63,0.1,8.19,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Nuts, dried, chinese, chestnuts",363,6.82,1.81,79.76,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Soymilk, unfortified, chocolate",63,2.26,1.53,9.95,0.4,7.86,0.0,0.0,0.0,0.0,Low-Carb
"Bread, oatmeal, reduced-calorie",210,7.6,3.5,43.3,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Chicken patty, uncooked, frozen",292,14.33,20.04,13.61,1.2,0.0,0.0,0.0,0.0,0.0,Balanced
"Babyfood, tropical fruit medley",51,0.31,0.14,12.22,1.3,9.78,0.0,0.0,0.0,0.0,Balanced
"Turkey, raw, all classes, heart",140,16.7,7.44,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Turkey, raw, all classes, liver",128,18.26,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Fish, dry heat, cooked, haddock",90,19.99,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Liver sausage, pork, liverwurst",326,14.1,28.5,2.2,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Lima beans, raw, immature seeds",113,6.84,0.86,20.17,4.9,1.48,0.0,0.0,0.0,0.0,Balanced
"Chicken, raw, giblets, roasting",127,18.14,5.04,1.14,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Veal, pan-fried, cooked, ground",215,25.83,11.78,1.51,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Bread, toasted, sprouted, wheat",205,14.3,0.0,36.82,5.7,2.86,0.0,0.0,0.0,0.0,High-Fiber
"Carbonated beverage, cream soda",51,0.0,0.0,13.3,0.0,13.3,0.0,0.0,0.0,0.0,Balanced
"Beverages, Malt liquor beverage",40,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Alcoholic beverages, rose, wine",83,0.36,0.0,3.8,0.0,3.8,0.0,0.0,0.0,0.0,Low-Carb
"Babyfood, apple-cranberry juice",46,0.0,0.02,11.49,0.0,6.88,0.0,0.0,0.0,0.0,Balanced
"KEEBLER, Danish Wedding Cookies",504,3.9,24.1,68.3,2.6,37.9,0.0,0.0,0.0,0.0,Balanced
"McDONALD'S, Double Cheeseburger",282,15.5,16.09,18.79,0.8,4.23,0.0,0.0,0.0,0.0,Balanced
"ON THE BORDER, cheese enchilada",271,11.67,17.74,16.2,1.8,2.89,0.0,0.0,0.0,0.0,Balanced
"Babyfood, toddler, dices, pears",57,0.3,0.1,13.6,1.2,8.66,0.0,0.0,0.0,0.0,Balanced
"Egg, hard-boiled, cooked, whole",155,12.58,10.61,1.12,0.0,1.12,0.0,0.0,0.0,0.0,Low-Carb
"Eggs, frozen mixture, scrambled",131,13.1,5.6,7.5,0.0,7.5,0.0,0.0,0.0,0.0,Low-Carb
"Puddings, ready-to-eat, tapioca",130,1.95,3.88,21.69,0.0,14.91,0.0,0.0,0.0,0.0,Balanced
"Emu, broiled, cooked, full rump",168,33.67,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Candies, TWIZZLERS CHERRY BITES",338,2.97,1.7,79.38,0.1,0.0,0.0,0.0,0.0,0.0,Balanced
"Crustaceans, canned, blue, crab",83,17.88,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Wheat, uncooked, KAMUT khorasan",337,14.54,2.13,70.58,11.1,7.84,0.0,0.0,0.0,0.0,High-Fiber
"Sauce, ready-to-serve, cocktail",124,1.36,1.05,28.22,1.8,11.83,0.0,0.0,0.0,0.0,Balanced
"Babyfood, fruit supreme dessert",73,0.5,0.2,17.18,2.0,14.87,0.0,0.0,0.0,0.0,Balanced
"Noodles, cooked, soba, japanese",99,5.06,0.1,21.44,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"PACE, Traditional Refried Beans",67,4.17,0.0,10.83,4.2,2.5,0.0,0.0,0.0,0.0,Balanced
"Cake, dry mix, enriched, yellow",374,3.7,3.5,81.92,1.2,43.29,0.0,0.0,0.0,0.0,Balanced
"Soup, condensed, canned, tomato",66,1.46,0.44,15.22,1.1,8.23,0.0,0.0,0.0,0.0,Balanced
"Sour cream, cultured, imitation",208,2.4,19.52,6.63,0.0,6.63,0.0,0.0,0.0,0.0,Low-Carb
"Alcoholic beverage, light, wine",49,0.07,0.0,1.17,0.0,1.15,0.0,0.0,0.0,0.0,Low-Carb
"Soymilk (All flavors), enhanced",45,2.94,1.99,3.45,0.4,2.53,0.0,0.0,0.0,0.0,Low-Carb
"Cream substitute, light, liquid",71,0.8,3.5,9.1,0.0,9.1,0.0,0.0,0.0,0.0,Low-Carb
"Beans, raw, mature seeds, black",341,21.6,1.42,62.36,15.5,2.12,0.0,0.0,0.0,0.0,High-Fiber
"Seeds, boiled, breadfruit seeds",168,5.3,2.3,32.0,4.8,0.0,0.0,0.0,0.0,0.0,Balanced
"Seeds, raw, breadnut tree seeds",217,5.97,0.99,46.28,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Snacks, mixed flavors, CLIF BAR",346,14.71,5.88,65.44,7.4,31.62,0.0,0.0,0.0,0.0,High-Fiber
"Bologna, low fat, beef and pork",230,11.5,19.3,2.6,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Butter, with salt, stick, light",499,3.3,55.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Alcoholic beverage, rice (sake)",134,0.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Sauce, ready-to-serve, teriyaki",89,5.93,0.02,15.56,0.1,14.1,0.0,0.0,0.0,0.0,Balanced
"Cheese, part skim milk, ricotta",138,11.39,7.91,5.14,0.0,0.31,0.0,0.0,0.0,0.0,Low-Carb
"Game meat, roasted, cooked, elk",146,30.19,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Broadbeans, raw, immature seeds",72,5.6,0.6,11.7,4.2,0.0,0.0,0.0,0.0,0.0,Balanced
"Taro, with salt, cooked, shoots",14,0.73,0.08,3.19,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Alcoholic beverage, light, beer",29,0.24,0.0,1.64,0.0,0.09,0.0,0.0,0.0,0.0,Low-Carb
"Fish, raw, farmed, coho, salmon",160,21.27,7.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Pork, raw, separable fat, fresh",632,9.25,65.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Pie fillings, canned, blueberry",181,0.41,0.2,44.38,2.6,37.75,0.0,0.0,0.0,0.0,Balanced
"Plums, uncooked, dried (prunes)",240,2.18,0.38,63.88,7.1,38.13,0.0,0.0,0.0,0.0,High-Fiber
"Refried beans, fat-free, canned",79,5.34,0.45,13.5,4.7,0.61,0.0,0.0,0.0,0.0,Balanced
"KEEBLER, Cinnamon Toast Grahams",429,7.3,13.2,73.9,4.8,26.0,0.0,0.0,0.0,0.0,Balanced
"Rice, cooked, long-grain, brown",123,2.74,0.97,25.58,1.6,0.24,0.0,0.0,0.0,0.0,Balanced
"Fast foods, with cheese, nachos",343,4.32,21.5,34.91,3.2,2.17,0.0,0.0,0.0,0.0,Balanced
"Babyfood, junior, chicken, meat",146,14.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Kielbasa, grilled, fully cooked",337,12.45,29.68,5.03,0.0,2.39,0.0,0.0,0.0,0.0,Balanced
"Pigeonpeas, raw, immature seeds",136,7.2,1.64,23.88,5.1,3.0,0.0,0.0,0.0,0.0,High-Fiber
"Crackers, low salt, whole-wheat",443,8.8,17.2,68.6,10.5,0.37,0.0,0.0,0.0,0.0,High-Fiber
"Squab, raw, meat only, (pigeon)",142,17.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Babyfood, peach yogurt, dessert",76,0.9,0.18,17.6,0.4,11.11,0.0,0.0,0.0,0.0,Balanced
"Babyfood, apple - cherry, juice",47,0.2,0.1,11.2,0.3,10.5,0.0,0.0,0.0,0.0,Balanced
"Soup, condensed, canned, cheese",82,0.8,3.92,11.3,2.2,3.73,0.0,0.0,0.0,0.0,Balanced
"Winged beans, raw, mature seeds",409,29.65,16.32,41.71,25.9,0.0,0.0,0.0,0.0,0.0,High-Fiber
"BURGER KING, no cheese, WHOPPER",233,10.74,12.84,18.55,1.8,4.22,0.0,0.0,0.0,0.0,Balanced
"Frozen novelties, pop, ice type",79,0.0,0.24,19.23,0.0,13.66,0.0,0.0,0.0,0.0,Balanced
"Fast foods, with beans, burrito",206,6.48,6.22,32.92,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"APPLEBEE'S, hand battered, fish",202,13.23,9.14,16.65,0.9,0.51,0.0,0.0,0.0,0.0,Balanced
"Salami, beef, pork, dry or hard",378,21.07,31.65,0.72,0.0,0.26,0.0,0.0,0.0,0.0,Balanced
"Babyfood, apple and plum, juice",49,0.1,0.0,12.3,0.1,11.54,0.0,0.0,0.0,0.0,Balanced
"MOTHER'S, Iced Lemonade Cookies",502,4.5,24.4,66.3,1.0,29.9,0.0,0.0,0.0,0.0,Balanced
"MOTHER'S, Jungle Animal Cookies",514,3.8,25.3,68.3,0.8,44.2,0.0,0.0,0.0,0.0,Balanced
"Peas, unprepared, frozen, green",77,5.22,0.4,13.62,4.5,5.0,0.0,0.0,0.0,0.0,Balanced
"Fish, raw, mixed species, perch",91,19.39,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Luncheon sausage, pork and beef",260,15.38,20.9,1.58,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"GIRL SCOUTS, Thin Mints Cookies",502,4.5,24.2,67.3,2.3,32.0,0.0,0.0,0.0,0.0,Balanced
"McDONALD'S, Sweet 'N Sour Sauce",170,0.66,1.09,39.38,0.0,35.79,0.0,0.0,0.0,0.0,Balanced
"McDONALD'S, Spicy Buffalo Sauce",142,0.54,15.45,1.81,1.5,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Wheat flours, unenriched, bread",361,11.98,1.66,72.53,2.4,0.31,0.0,0.0,0.0,0.0,Balanced
"Veal, cooked, external fat only",540,15.28,53.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Puddings, ready-to-eat, vanilla",130,1.45,3.78,22.6,0.0,16.97,0.0,0.0,0.0,0.0,Balanced
"Mushrooms, stir-fried, shiitake",39,3.45,0.35,7.68,3.6,0.3,0.0,0.0,0.0,0.0,Low-Carb
"Cranberry-orange relish, canned",178,0.3,0.1,46.2,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"BEAR NAKED, Fruit & Nut Cookies",443,7.5,21.4,61.6,7.1,29.4,0.0,0.0,0.0,0.0,High-Fiber
"TACO BELL, Soft Taco with steak",225,11.81,12.1,17.22,1.6,0.0,0.0,0.0,0.0,0.0,Balanced
"Cauliflower, unprepared, frozen",24,2.01,0.27,4.68,2.3,2.22,0.0,0.0,0.0,0.0,Low-Carb
"Beans, with pork, canned, baked",106,5.19,1.55,19.99,5.5,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Fish, raw, bluefin, fresh, tuna",144,23.33,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Fish, raw, mixed species, trout",148,20.77,6.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Fish, raw, wild, rainbow, trout",119,20.48,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Candies, YORK Peppermint Pattie",384,2.19,7.17,80.99,2.0,63.78,0.0,0.0,0.0,0.0,Balanced
"Tree fern, without salt, cooked",40,0.29,0.07,10.98,3.7,0.0,0.0,0.0,0.0,0.0,Balanced
"Cabbage, raw, chinese (pe-tsai)",16,1.2,0.2,3.23,1.2,1.41,0.0,0.0,0.0,0.0,Low-Carb
"Pizza rolls, unprepared, frozen",328,8.73,9.98,50.72,1.2,3.74,0.0,0.0,0.0,0.0,Balanced
"Vitasoy USA Azumaya, Firm Tofu",80,9.08,4.2,1.52,0.6,0.4,0.0,0.0,0.0,0.0,Low-Carb
"Milk, whole, fluid, buttermilk",62,3.21,3.31,4.88,0.0,4.88,0.0,0.0,0.0,0.0,Low-Carb
"Snacks, salted, plantain chips",531,2.28,29.59,63.84,3.5,0.92,0.0,0.0,0.0,0.0,Balanced
"Soup, dry, chicken broth cubes",198,14.6,4.7,23.5,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Bologna, turkey and beef, pork",336,11.56,29.25,6.66,0.0,1.35,0.0,0.0,0.0,0.0,Balanced
"Bologna, lite, pork and turkey",211,13.06,16.06,3.45,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Restaurant, tripe soup, Latino",74,8.61,2.58,4.07,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Mungo beans, raw, mature seeds",341,25.21,1.64,58.99,18.3,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Fish, dry heat, cooked, burbot",115,24.76,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Ravioli, canned, cheese-filled",77,2.48,1.45,13.64,1.3,3.72,0.0,0.0,0.0,0.0,Balanced
"Beans, raw, mature seeds, pink",343,20.96,1.13,64.19,12.7,2.14,0.0,0.0,0.0,0.0,High-Fiber
"Sausage, links, sweet, Italian",149,16.13,8.42,2.1,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Buckwheat groats, dry, roasted",346,11.73,2.71,74.95,10.3,0.0,0.0,0.0,0.0,0.0,High-Fiber
"Yogurt, nonfat milk, chocolate",112,3.53,0.0,23.53,1.2,14.97,0.0,0.0,0.0,0.0,Balanced
"Beverages, non-alcoholic, Wine",6,0.5,0.0,1.1,0.0,1.1,0.0,0.0,0.0,0.0,Low-Carb
"Babyfood, strained, beef, meat",81,12.03,2.52,2.43,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Babyfood, strained, pork, meat",124,14.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Babyfood, strained, veal, meat",81,13.12,2.45,1.51,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Guinea hen, raw, meat and skin",158,23.4,6.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Peppers, raw, green, hot chili",40,2.0,0.2,9.46,1.5,5.1,0.0,0.0,0.0,0.0,Low-Carb
"Squash, raw, butternut, winter",45,1.0,0.1,11.69,2.0,2.2,0.0,0.0,0.0,0.0,Balanced
"Peppers, sauteed, green, sweet",127,0.78,11.85,4.22,1.8,2.17,0.0,0.0,0.0,0.0,Low-Carb
"Bread, unenriched, white, pita",275,9.1,1.2,55.7,2.2,0.0,0.0,0.0,0.0,0.0,Balanced
"Corn flour, white, whole-grain",361,6.93,3.86,76.85,7.3,0.64,0.0,0.0,0.0,0.0,High-Fiber
"Salad dressing, sweet and sour",15,0.1,0.0,3.7,0.0,3.7,0.0,0.0,0.0,0.0,Low-Carb
"Bologna, pork, turkey, chicken",298,9.88,26.18,5.65,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Rice, raw, medium-grain, brown",362,7.5,2.68,76.17,3.4,0.0,0.0,0.0,0.0,0.0,Balanced
"Cocoa, unsweetened, dry powder",228,19.6,13.7,57.9,37.0,1.75,0.0,0.0,0.0,0.0,High-Fiber
"McDONALD'S, Hot Caramel Sundae",188,3.58,4.89,33.36,0.0,23.54,0.0,0.0,0.0,0.0,Balanced
"BURGER KING, Hash Brown Rounds",302,2.8,19.3,29.37,2.3,0.63,0.0,0.0,0.0,0.0,Balanced
"Beverages, canned, grape drink",61,0.0,0.0,15.72,0.0,13.06,0.0,0.0,0.0,0.0,Balanced
"Candies, 100 GRAND Bar, NESTLE",468,2.5,19.33,70.97,1.0,51.9,0.0,0.0,0.0,0.0,Balanced
"Sausage, cooked, pork, Italian",344,19.12,27.31,4.27,0.1,1.86,0.0,0.0,0.0,0.0,Balanced
"Babyfood, dry, rice and apples",396,6.7,2.4,86.89,3.0,3.22,0.0,0.0,0.0,0.0,Balanced
"OLIVE GARDEN, lasagna classico",184,11.28,10.84,10.33,1.6,3.53,0.0,0.0,0.0,0.0,Balanced
"Soup, condensed, canned, onion",46,3.06,1.42,6.68,0.7,2.72,0.0,0.0,0.0,0.0,Low-Carb
"Mangosteen, syrup pack, canned",73,0.41,0.58,17.91,1.8,0.0,0.0,0.0,0.0,0.0,Balanced
"Kiwifruit, raw, ZESPRI SunGold",63,1.02,0.28,15.79,1.4,12.3,0.0,0.0,0.0,0.0,Balanced
"McDONALD'S, Sausage McGRIDDLES",312,8.41,17.76,31.25,1.0,11.23,0.0,0.0,0.0,0.0,Balanced
"Flan, dry mix, caramel custard",348,0.0,0.0,91.6,0.0,0.0,0.0,0.0,0.0,0.0,Balanced
"Snacks, cheese-flavor, popcorn",526,9.3,33.2,51.6,9.9,0.79,0.0,0.0,0.0,0.0,High-Fiber
"Babyfood, toddler, dices, peas",64,3.9,0.8,10.3,3.9,4.13,0.0,0.0,0.0,0.0,Balanced
"Egg, raw, fresh, whole, turkey",171,13.68,11.88,1.15,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
"Mollusks, raw, common, octopus",82,14.91,1.04,2.2,0.0,0.0,0.0,0.0,0.0,0.0,Low-Carb
Vegetarian meatloaf or patties,197,21.0,9.0,8.0,4.6,1.2,0.0,0.0,0.0,0.0,High-Protein
"Pheasant, total edible, cooked",239,32.4,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High-Protein
"Yogurt, nonfat, vanilla, Greek",78,8.64,0.18,10.37,0.5,9.54,0.0,0.0,0.0,0.0,Balanced
"KEEBLER, Iced Cookies, ANIMALS",459,5.6,15.6,74.2,1.6,26.7,0.0,0.0,0.0,0.0,Balanced
"Cheese, queso asadero, mexican",356,22.6,28.26,2.87,0.0,2.87,0.0,0.0,0.0,0.0,Balanced
"Oat flour, partially debranned",404,14.66,9.12,65.7,6.5,0.8,0.0,0.0,0.0,0.0,High-Fiber
"Potatoes, ready-to-eat, mashed",106,1.97,5.01,13.29,1.9,1.76,0.0,0.0,0.0,0.0,Balanced
